"date","Review"
"June 5, 2015","Pick stations, artists or songs and hit play it's that easy. Plus it remembers what u like and plays similar stuff!!"
"October 27, 2015","Excellent app! Works well, and streams well even in the background with other apps running. Love the customization that it offers. The app learns what music u actually like through your ratings. So rate what you like, and the stations will cater well to you."
"April 30, 2013","i loved this app at first especially after switching from pandora to this it seemed to have all the same functions plus you could stream internet stations as well but after a while i noticed some songs are censored. there is a setting for explicit content but it just keeps you from using custom stations other than that its a pretty great replacement for pandora and its FREE WITH NO LIMITS!!! ALSO YOU DONT NEED FACEBOOK.i dont have it and i have saved custom stations"
"July 3, 2016","I love this I heart radio app. Have been listening to it every day . The variety is perfect for a change of pace from standard radio stations. I can fit the music to the activity I want any given day. Love it ! :)"
"April 11, 2014","This is a good app.... when it works. I have reinstalled this app several times but it continues to freeze, refuses to start, and takes long periods of time to buffer. I have tried not signing in, signing in using email and tying this app to my Facebook but it has the same glitches accross the board. Its a decent app for free, but if you have some free cash I would advise looking for a better music app."
"September 21, 2013","Love the commercial free app. Sometimes there is a 30 second ad at the beginning then that's it for hours. I don't like that you can only skip so many times a day because sometimes there is some really horrid stuff."
"July 27, 2017","I go walking at the ""Y"" about 4 times a week, and the music makes it so much more enjoyable!"
"November 2, 2017","Love"
"November 7, 2016","Love this app! So much better than Pandora! I love that I can listen to my favorite radio host since she know longer is broadcast in Utah. Thank you and love Delilah!"
"February 9, 2013","It does not state that a facebook account is NEEDED to use this. Oh, you seen the Facebook icon when you start up? Hit the maybe later button! Before you freak out and throw a hundred 1-* reviews at it, for some of you, stop putting reviews on what you read on the review page. It only states that do you want to use facebook, to like songs and stations, and create so called stations of your own. Facebook isnt needed here, and it shouldnt be needed anywhere, as well as wanted anywhere."
