"Index","Product","Date","Stars","Review"
446,"Amazon",2017-08-31,5,"Best way to order only the songs you like at ...   Best way to order only the songs you like at a very reasonable cost!Continue adding older music of all kind and artist that are hard to remember 😘"
450,"Amazon",2016-04-21,5,"Pandora who?   The only way to listen to your music"
455,"Amazon",2014-04-07,1,"Doesn't import everything over very accurately   Disappointed that it messed all my music up when it imported it over from i-tunes - it mixed a lot of the album covers up with the wrong albums and tracks and doesn't import all types of audio files.Also find it a little frustrating to navigate through.The idea is great, but I feel I have wasted my £21.00 yearly subscription and could have spent it better on another product."
459,"Amazon",2016-08-10,1,"Can't Load on LG G3   I had it originally on my LG G3 phone. One day I went to use it and it wasn't there. I went to reinstall it and it failwd repeatedly."
462,"Amazon",2016-10-06,5,"Absolutely awesome!!! And free!!   Absolutely awesome and free! You can listen to all the physical cds that u have purchased on amazons cloud the albums are automatically saved in the cloud after they are purchased and available to stream or download with this free app!!! What's not to like???"
464,"Amazon",2016-07-23,5,"Five Stars   Love it"
466,"Amazon",2017-03-16,5,"Five Stars   Got listening"
469,"Amazon",2014-07-06,5,"Love It   I was seriously impressed with the range and variety of music available. When I read amazon was going to raise the prime cost I thought about dropping the service, the addition of the music has made me reconsider. There are so many benefits to prime now I will probably renew in October.  Did you know prime delivered, for free, a college textbook on Sunday via overnight service,  that my daughter needed on Monday. I liked prime for the price. Now I love it thanks to the music."
471,"Amazon",2017-05-02,4,"Needs desktop app   The only thing that this really needs is just a stand alone desktop app (like Spotify), would rather not fire up a web browser each and every time I want to use it."
472,"Amazon",2016-12-22,4,"Careful but good   Is a well organized app. I would like to give it a 5 star but I just noticed that I bought a song by accident. Makes me paranoid to listen to songs That have the same name by different artists. I will be more careful in the future. Still is a great app."
481,"Amazon",2014-07-23,5,"Love it!   This loads perfectly on my phone and I can listen to the music even when I'm not at my desk or at home.  I enjoy being able to keep up with my music that I listen to in one place."
483,"Amazon",2016-06-15,3,"Its ok   It's ok. Doesn't have all the songs I like, like Spotify does but it's free with prime so I like it. I cancelled Spotify sometimes I wish I didn't."
485,"Amazon",2014-11-15,5,"Amazon Prime music is awesome   I order a lot of stuff from Amazon but the 2day shipping is now a benefit to the music. My wife says that I am stuck in the 70's when it comes to music but I do like 50's and 60's rock and roll too. I have put almost 700 songs in my music library and I ain't done yet. Thanks to my iPhone and my tablet and my awesome Bluetooth speaker I can take my favorite music anywhere. Amazon Prime is worth the cost just for the music and the videos."
486,"Amazon",2016-06-24,3,"Three Stars   It's good but not enough music to choose from."
491,"Amazon",2017-01-12,1,"No sign in page   With the updates I can no longer access anything through any of the Amazon apps. It will not bring up the sign in page just sits there on a blank white screen. Iv let it sit there 20 mins and nothing I travel a lot for work and I enjoyed listening to the music I have but now I guess I can't listen to nothing but iHeartRadio"
496,"Amazon",2016-02-04,4,"I BE JAMMIN   Use it all the time, I love the unlimited skips and no commercials. I find living here on Kauai where cell reception is spotty the fact that the app caches some of the data that's being played I experience no skips in the music that is being played even while dipping in and out of service. Keep up the good job Amazon!"
498,"Amazon",2017-09-05,1,"Not what it appears.   Sadly the Amazon Prime Music is a dupe to get the user to subscribe to the more expensive program."
500,"Amazon",2017-08-29,5,"Five Stars   awesome"
501,"Amazon",2016-06-22,3,"Unstable alp.   Somewhat unstable when opening. When get updates, my profile and playlists get all screwed up. Other that that pain in the ass issue. Okay app."
503,"Amazon",2017-10-07,3,"Three Stars   Don't have many selections for what I looking, also is required to pay for prime members."
504,"Amazon",2016-06-18,3,"Could be better   It's okay but putting together playlist is a pain. I've got one finished and now dread putting together another one. There must be an easier way"
505,"Amazon",2016-06-02,5,"I like the lyrics displayed with each song   I like the lyrics displayed with each song. Wishing to have a functional button that can turn off the vocals and each song can use like Karaoke song."
509,"Amazon",2011-11-08,5,"unexpectedly became my favorite MP3 player on Android   The main reason I like the Amazon MP3 player is that it has the best fast-forward/rewind controls for long tracks such as podcasts or audio books.  All the other player either skip too-large sections, or otherwise are not workable for long tracks.The ability to access tracks in my cloud is also nice."
515,"Amazon",2016-10-05,1,"Lost all my songs   I was enjoying it, until it wipe off my phone and now I can't download.  I lost all my songs that I purchased"
516,"Amazon",2016-06-15,5,"Not to bad..   Really like it. I just wish they had more music choices in Prime. I've had to buy alot of the songs I like because they weren't listed in Prime."
517,"Amazon",2016-10-31,4,"Good Deal at $3.99 a month for music on the Amazon Echo   Well worth the $3.99 a month for music on our Amazon Echo. I've asked Echo to play some songs I thought it wouldn't have and Amazon Music Unlimited has found every one of them. If you've got an Echo I'd say try it for this price it's a good deal!"
