prod,title,author,date,stars,comments
Pandora,Four Stars,margarie gardiner,18-Jan-17,4,"It's all the music I like, made especially for me. Plus it's free. love Pandora."
Pandora,Great!,robin677,1-Mar-13,5,This is a great app for the tablet and phone. It is by far the best way to stream music.
Pandora,Great music app!,safcprez,17-Jun-16,5,Pandora is great. It offers a wide variety of music! I love how I can mix my favorite music together and set it to shuffle.
Pandora,Fits my Moods,spaingma,5-Feb-13,5,"Pandora is great because I can choose the type of music I am listening to according to my ""mood for the day."" When I am studying I can listen to smooth jazz, when I need inspiration I can listen to Rich Mullins, when I am feeling mellow I can listen to James Taylor, when i need a lift I can listen to Big Band or Beach Boys. The songs are varied and fit the genre I choose."
Pandora,nice app !!!!!!!!,Amazon Customer,13-Jul-17,5,love it !!!
Pandora,it's nice.,Lynne,31-May-17,4,Still working on figuring it outSo far...it's nice.
Pandora,Great,Judy Maartingreat,2-Jan-15,5,Great
Pandora,Five Stars,auntie m,22-Aug-17,5,Great song great clarity
Pandora,Four Stars,tom g degraw,21-Sep-17,4,Best for internet radio.
Pandora,chharge for music?,Michael B. Heymann,17-May-16,2,"Thought music was free like Nook.  Unless I missed something, you needed to add to ""cart.""  What's with that?  Am I wrong?"
Pandora,Very good selection of songs as,Amazon Customer,5-Feb-16,4,"Had it before. Very good selection of songs as,well as similar within the genre. Easy to use. Excellent sound quality. Outshines Sirius by a wide margin."
Pandora,Love it,Brenda Burnett,25-Sep-13,5,"I can pick my style of music and hear just what I want, when I want it. Based on my keep or reject choices, Pandora will then send me a song according to my interest, If I don't like the next song I reject it and they won't ever play that song again. Eventually you build your own station and can share your music with others. It a keeper"
Pandora,Would Recommend,Luke,26-Nov-16,5,"Works great. I love Pandora, its the best free music app I've found. Would recommend."
Pandora,I Love Pandora So Much...I Bought Their Internet Radio!,Doug Pulick,30-Sep-13,5,"Having the ability to move from format to format, both nationally and internationally, in a matter of seconds is a value that goes beyond words. My stations and format includes broadcasters and artists from ""Down Under"" as well as high atop the Andes Mountains.  The next car I buy I would like to make sure Pandora is installed!"
Pandora,Love this app,Thomas Case,17-Jan-13,5,My taste in music is pretty diverse.  Every genre of music I've searched has been able to be located on Pandora.  I would recommend it to anyone who wants music on the go.
Pandora,Five Stars,Barbara Miles,24-May-17,5,Always listen to Pandora at home love the selection
Pandora,Four Stars,betty,3-May-17,4,Wish I could add music to what I already listen to.
Pandora,Five Stars,Cynthia Nava,8-Sep-17,5,love this app.. just hate that i have to pay for no commercials..
Pandora,good app,TinaB,24-May-16,4,Great app but has some limitations.  I tend to use Spotify more often than Pandora because you can save songs to your own files.
Pandora,My Pandora,Joyce Meier-Earley,10-Feb-17,5,"Love Pandora, have it now on my new Fire tablet because I use it on my I Phone."
Pandora,Five Stars,Gary,21-Aug-17,5,Love this app. Use it at every party!
Pandora,Five Stars,Hogbrother,26-Dec-16,5,Best music options ever....Love it...and you can't beat the price.....!!!!.....
Pandora,New listener,Ed,7-Apr-13,5,I enjoy the freedom of listening to music types I like through my cellphone or computer. Overall I enjoy listening to the artist I choose and the simular artists. I would prefer though a little heavier emphasis on my chosen artist within the mix. I was introduced  to Pandora by my daughter a few weeks ago and have very much enjoyed the listening experience. Thank you.
Pandora,Works great on the Fire TV Stick,Ryan,17-Aug-16,5,Works great on the Fire TV Stick. Less complicated to use than Pandora app through my tablet and Chromecast.
Pandora,"Good, but has a mind of it's own.",Kindle Customer,10-Aug-16,3,"I love that I can find the stations I am in the mood for.  It's easy to use.  The reason for only 3 stars is that I have it installed on my phone, and sometimes it kicks on by itself.  It doesn't matter if I'm at work, or school or in the middle of the night.  I won't be using my phone and all of a sudden I start hearing music. Since I always have my volume up so I can hear my phone, when Pandora comes on, it is loud!  If that were fixed so it wouldn't randomly start playing, I would give it 5 stars."
Pandora,_Ÿ˜Å,Amazon Customer,26-Jun-16,4,I already loved this app. Only problem I have with it is when it keeps losing signal when it's sitting in the same spot.
Pandora,Pandora,C. W. Ahart,27-Mar-15,5,"I've got Pandora on my phone, my tablet and my desktop.  It has helped me through countless midnight shifts and is a great background for cleaning my palatial suite. =8-)  Hey, it's gotta be done, right? 5 stars all the way."
Pandora,Great app,me again,4-Jun-16,5,I have Pandora on my phone and love it  thought I would get it for my k I'll idle fire since amazon music is not easy to use.
Pandora,"Your favorite music, whenever you want it",JapanMom,3-Feb-14,5,"This app finds music to  fit my mood.  When I want Strauss waltzes, I can hear only waltzes.  When I want easy listening, that's what I get.  I choose thumbs up or down for each piece of music, and the station gives more of the type I want.  There are commercials, but they are fewer than a local radio station."
Pandora,pretty good,bingo girl,2-May-15,3,"I find it fun to listen to. It does use up your battery pretty fast though. Also, is regularly skips songs when I don't want it to. Also, it signed me up for pandora one all by itself and I don't know how to get out."
Pandora,Two Stars,Paul Predoehl,29-Mar-16,2,No bluegrass music
Pandora,Five Stars,Amazon Customer,22-Jul-17,5,I absolutely love music
Pandora,AMAZING!!!,Mackenzie Patrick,18-Jul-15,5,"This app is so amazing! You chose the music and stations you like for free with little commercials! I listen to it all the time when I'm cleaning,working, or just when I'm board. Great app for music."
Pandora,"Kindle Fire, don't bother trying...",Daniel G Schmidt,14-Feb-16,1,"App doesn't work with Kindle Fire and website direct refuses to work unless app installed. Apparently it use to work back in the day, but not anymore."
Pandora,I think it's a good way to discover music you may not have heard ...,Heather Connor,25-Sep-15,4,I think it's a good way to discover music you may not have heard already. You're not able to choose a song but at least you can choose from artist and/or the types of music you enjoy.
Pandora,doesn't work kindle 7,Amazon Customer,7-Dec-15,1,The app won't work on my kidle fire 7....so idk what to do but its really annoyingWish it worked but it just loads up and then the songs never start playing :_Ÿ˜‘
Pandora,I have enjoyed the music and very few commercials,Monty,31-Oct-16,4,Music at your fingertips !I have enjoyed the music and very few commercials . Thanks
Pandora,Pretty much like all the other music apps.,Christopher,15-Jul-16,3,"I like Pandora... I just wish the free version allowed one to play ""greatest hits"" by an individual artist."
Pandora,Works great on my phone,C. R. Baugher,14-Mar-16,1,Does not work 95% of the time on my Kindle fire. I have only gotten it to work twice for part of a song. Uninstalled. Works great on my phone .
Pandora,Free listening to the tunes you love... I'm all in.,Stephen C. Boggs,18-Jan-16,5,Pandora delivers great quality music. I like being able to listen and rate tunes which in turn allows Pandora to better know what I will like in the future.
Pandora,Good app!,ms sunshine,19-Jun-16,4,"Pandora was all i listened to until i reconnected my iPod, it sometimes gets disruptive but over all its a very good app!"
Pandora,Great station. Love the fact that you can set ...,MaeSue,22-Mar-16,5,Great station. Love the fact that you can set your station to a variety of music. Would recommend to anyone who love listening to great nusic
